Device;Datetime;"Dew Point (C)";"H2S GCC (ppb)";"Humidity ext (%)";"NO2 GCc (ppb)";"O3 GCc (ppb)";"Pressure (hPa)";"TSP (ug/m3)";"Temp ext (C)";
"K-A3 GRECiOT 1";2022-04-26 07:27:28;9,23;17,10;69,52;41,80;0,00;1009,09;23,84;14,75;
"K-A3 GRECiOT 1";2022-04-26 07:22:24;9,31;13,09;70,38;36,99;0,00;1009,07;23,18;14,64;
"K-A3 GRECiOT 1";2022-04-26 07:17:27;9,55;9,87;71,86;36,02;0,00;1009,05;18,53;14,57;
"K-A3 GRECiOT 1";2022-04-26 07:12:24;9,43;10,85;71,69;37,69;0,00;1009,04;18,48;14,48;
"K-A3 GRECiOT 1";2022-04-26 07:07:27;8,97;8,58;69,94;38,15;0,00;1009,03;20,26;14,39;
"K-A3 GRECiOT 1";2022-04-26 07:02:26;8,89;4,98;69,63;36,79;0,00;1009,03;16,50;14,37;
"K-A3 GRECiOT 1";2022-04-26 06:57:28;9,04;8,89;70,46;42,17;0,00;1008,92;14,06;14,34;
"K-A3 GRECiOT 1";2022-04-26 06:52:27;8,86;6,80;69,74;38,20;0,00;1008,86;14,86;14,32;
"K-A3 GRECiOT 1";2022-04-26 06:47:24;8,81;8,01;69,51;39,63;0,00;1008,82;13,26;14,32;
"K-A3 GRECiOT 1";2022-04-26 06:42:27;8,54;5,40;68,30;38,57;0,00;1008,84;12,87;14,30;
"K-A3 GRECiOT 1";2022-04-26 06:37:26;8,31;3,75;67,39;37,54;0,00;1008,78;13,32;14,27;
"K-A3 GRECiOT 1";2022-04-26 06:32:28;8,37;4,01;67,42;39,43;0,00;1008,73;12,11;14,33;
"K-A3 GRECiOT 1";2022-04-26 06:27:27;8,46;0,00;67,81;37,34;0,00;1008,67;12,23;14,33;
"K-A3 GRECiOT 1";2022-04-26 06:22:25;7,88;0,00;65,25;36,80;0,00;1008,67;13,46;14,32;
"K-A3 GRECiOT 1";2022-04-26 06:17:27;7,69;0,00;64,31;35,33;0,00;1008,58;9,78;14,34;
"K-A3 GRECiOT 1";2022-04-26 06:12:24;7,76;0,00;64,50;34,72;0,00;1008,54;12,93;14,37;
"K-A3 GRECiOT 1";2022-04-26 06:07:26;7,73;0,00;64,35;32,22;0,00;1008,54;12,27;14,37;
"K-A3 GRECiOT 1";2022-04-26 06:02:25;7,46;0,00;63,33;28,39;0,42;1008,46;9,18;14,34;
"K-A3 GRECiOT 1";2022-04-26 05:57:27;7,54;0,00;63,56;31,86;0,00;1008,36;9,11;14,37;
"K-A3 GRECiOT 1";2022-04-26 05:52:27;7,66;0,00;63,81;30,86;0,00;1008,33;8,53;14,43;
"K-A3 GRECiOT 1";2022-04-26 05:47:25;7,85;0,00;64,45;28,08;2,29;1008,28;11,49;14,48;
"K-A3 GRECiOT 1";2022-04-26 05:42:27;7,92;0,00;64,43;26,38;2,83;1008,26;12,93;14,56;
"K-A3 GRECiOT 1";2022-04-26 05:37:25;7,92;0,00;64,35;21,24;9,02;1008,25;8,78;14,57;
"K-A3 GRECiOT 1";2022-04-26 05:32:27;7,88;0,00;63,89;23,19;6,24;1008,24;12,83;14,64;
"K-A3 GRECiOT 1";2022-04-26 05:27:26;7,91;0,00;63,69;20,84;7,69;1008,17;11,89;14,73;
"K-A3 GRECiOT 1";2022-04-26 05:22:24;7,89;0,00;63,48;16,56;13,46;1008,13;8,94;14,75;
"K-A3 GRECiOT 1";2022-04-26 05:17:26;8,04;0,00;63,78;14,13;16,11;1008,08;11,42;14,84;
"K-A3 GRECiOT 1";2022-04-26 05:12:25;8,34;0,00;64,88;15,59;14,06;1008,09;9,57;14,90;
"K-A3 GRECiOT 1";2022-04-26 05:07:27;8,42;0,00;65,09;12,89;17,57;1008,09;10,63;14,92;
"K-A3 GRECiOT 1";2022-04-26 05:02:25;8,75;0,00;66,16;15,27;14,39;1008,12;12,16;15,02;
"K-A3 GRECiOT 1";2022-04-26 04:57:29;9,01;0,00;66,95;17,81;11,16;1008,09;12,82;15,11;
"K-A3 GRECiOT 1";2022-04-26 04:52:26;9,54;0,00;68,80;13,71;14,68;1008,11;13,74;15,24;
"K-A3 GRECiOT 1";2022-04-26 04:47:25;10,04;0,00;70,85;16,38;10,41;1008,13;12,99;15,31;
"K-A3 GRECiOT 1";2022-04-26 04:42:27;10,17;0,00;71,20;16,16;11,84;1008,17;16,70;15,36;
"K-A3 GRECiOT 1";2022-04-26 04:37:25;10,24;0,00;71,19;14,73;12,80;1008,16;15,94;15,43;
"K-A3 GRECiOT 1";2022-04-26 04:32:28;10,50;0,00;72,08;18,11;9,03;1008,12;18,55;15,52;
"K-A3 GRECiOT 1";2022-04-26 04:27:27;10,75;0,35;73,08;18,41;9,87;1008,19;18,60;15,56;
"K-A3 GRECiOT 1";2022-04-26 04:22:25;11,01;0,10;74,36;17,03;10,33;1008,25;15,86;15,56;
"K-A3 GRECiOT 1";2022-04-26 04:17:27;11,35;3,11;75,58;22,12;6,42;1008,26;21,40;15,66;
"K-A3 GRECiOT 1";2022-04-26 04:12:24;11,37;5,61;75,64;24,65;4,80;1008,28;;15,66;
"K-A3 GRECiOT 1";2022-04-26 04:07:27;11,21;5,97;74,87;25,83;2,70;1008,26;20,92;15,66;
"K-A3 GRECiOT 1";2022-04-26 04:02:25;11,25;5,45;74,79;24,29;1,96;1008,21;22,61;15,72;
"K-A3 GRECiOT 1";2022-04-26 03:57:27;11,35;7,34;75,23;25,86;2,41;1008,16;17,85;15,73;
"K-A3 GRECiOT 1";2022-04-26 03:52:27;11,33;6,17;74,77;27,14;0,88;1008,11;18,23;15,80;
"K-A3 GRECiOT 1";2022-04-26 03:47:25;11,23;4,94;74,16;26,14;2,80;1008,18;18,57;15,83;
"K-A3 GRECiOT 1";2022-04-26 03:42:27;11,24;4,57;74,15;25,81;3,64;1008,18;20,64;15,84;
"K-A3 GRECiOT 1";2022-04-26 03:37:24;11,21;3,35;73,64;25,88;2,93;1008,23;18,84;15,92;
"K-A3 GRECiOT 1";2022-04-26 03:32:28;11,27;5,58;73,65;29,71;0,00;1008,22;22,73;15,97;
"K-A3 GRECiOT 1";2022-04-26 03:27:27;11,33;5,35;73,68;26,07;2,44;1008,26;20,09;16,03;
"K-A3 GRECiOT 1";2022-04-26 03:22:25;11,33;5,59;73,48;26,48;1,44;1008,27;17,16;16,07;
"K-A3 GRECiOT 1";2022-04-26 03:17:26;11,28;5,78;73,15;26,88;4,27;1008,25;19,26;16,10;
"K-A3 GRECiOT 1";2022-04-26 03:12:24;11,33;6,13;73,04;25,69;3,47;1008,25;19,37;16,17;
"K-A3 GRECiOT 1";2022-04-26 03:07:27;11,26;4,65;72,60;23,70;5,40;1008,20;17,96;16,20;
"K-A3 GRECiOT 1";2022-04-26 03:02:26;11,28;4,79;72,53;23,64;5,37;1008,20;16,73;16,23;
"K-A3 GRECiOT 1";2022-04-26 02:57:28;11,32;4,69;72,54;23,57;7,23;1008,14;18,81;16,27;
"K-A3 GRECiOT 1";2022-04-26 02:52:27;11,40;5,21;72,71;24,94;6,13;1008,15;21,98;16,31;
"K-A3 GRECiOT 1";2022-04-26 02:47:25;11,42;5,34;72,58;25,76;5,30;1008,13;23,36;16,36;
"K-A3 GRECiOT 1";2022-04-26 02:42:27;11,41;5,14;72,32;27,78;1,78;1008,19;20,05;16,41;
"K-A3 GRECiOT 1";2022-04-26 02:37:25;11,34;4,85;71,78;27,42;3,07;1008,20;26,23;16,45;
"K-A3 GRECiOT 1";2022-04-26 02:32:27;11,39;5,00;71,71;24,24;7,67;1008,21;21,21;16,52;
"K-A3 GRECiOT 1";2022-04-26 02:27:27;11,40;6,40;71,51;23,41;8,42;1008,30;22,64;16,58;
"K-A3 GRECiOT 1";2022-04-26 02:22:24;11,52;6,50;71,47;25,28;5,84;1008,39;21,58;16,71;
"K-A3 GRECiOT 1";2022-04-26 02:17:27;11,57;10,93;71,34;34,08;0,00;1008,30;24,07;16,79;
"K-A3 GRECiOT 1";2022-04-26 02:12:25;11,54;9,48;71,06;34,95;0,00;1008,31;20,19;16,82;
"K-A3 GRECiOT 1";2022-04-26 02:07:27;11,50;9,50;70,61;35,75;0,00;1008,31;25,36;16,87;
"K-A3 GRECiOT 1";2022-04-26 02:02:25;11,56;6,98;70,64;29,56;2,13;1008,29;19,31;16,93;
"K-A3 GRECiOT 1";2022-04-26 01:57:27;11,50;6,75;70,32;29,49;1,43;1008,25;19,82;16,94;
"K-A3 GRECiOT 1";2022-04-26 01:52:27;11,52;7,87;70,48;29,82;0,51;1008,16;23,76;16,93;
"K-A3 GRECiOT 1";2022-04-26 01:47:25;11,54;8,78;70,55;31,95;0,00;1008,11;19,77;16,93;
"K-A3 GRECiOT 1";2022-04-26 01:42:28;11,57;7,05;70,04;29,44;6,11;1008,08;24,35;17,07;
"K-A3 GRECiOT 1";2022-04-26 01:37:24;11,61;6,50;70,12;25,89;6,75;1008,02;23,53;17,10;
"K-A3 GRECiOT 1";2022-04-26 01:32:28;11,66;6,12;69,78;25,61;5,77;1008,06;24,83;17,23;
"K-A3 GRECiOT 1";2022-04-26 01:27:27;11,74;8,36;69,51;29,04;4,16;1008,07;26,82;17,37;
"K-A3 GRECiOT 1";2022-04-26 01:22:25;11,76;7,76;69,21;30,47;2,56;1008,14;26,56;17,47;
"K-A3 GRECiOT 1";2022-04-26 01:17:27;11,79;6,29;68,85;27,01;6,65;1008,14;29,37;17,58;
"K-A3 GRECiOT 1";2022-04-26 01:12:26;11,93;7,10;69,04;27,70;3,86;1008,17;25,68;17,68;
"K-A3 GRECiOT 1";2022-04-26 01:07:26;12,11;10,24;69,52;33,18;0,08;1008,21;24,74;17,77;
"K-A3 GRECiOT 1";2022-04-26 01:02:25;12,11;16,41;69,48;37,84;0,00;1008,15;29,86;17,77;
"K-A3 GRECiOT 1";2022-04-26 00:57:28;12,14;13,44;69,56;37,99;0,00;1008,18;26,07;17,78;
"K-A3 GRECiOT 1";2022-04-26 00:52:26;12,19;19,93;69,61;41,11;0,00;1008,10;24,97;17,82;
"K-A3 GRECiOT 1";2022-04-26 00:47:24;12,12;17,11;69,40;41,62;0,00;1008,15;23,62;17,80;
"K-A3 GRECiOT 1";2022-04-26 00:42:27;12,14;15,29;69,64;39,09;0,00;1008,20;25,04;17,77;
"K-A3 GRECiOT 1";2022-04-26 00:37:25;12,25;17,03;70,05;40,03;0,00;1008,13;23,10;17,78;
"K-A3 GRECiOT 1";2022-04-26 00:32:27;12,19;17,57;69,67;40,66;0,00;1008,13;21,43;17,81;
"K-A3 GRECiOT 1";2022-04-26 00:27:27;12,21;17,78;69,76;39,48;0,00;1008,07;22,05;17,81;
"K-A3 GRECiOT 1";2022-04-26 00:22:25;12,22;19,05;69,59;40,24;0,00;1008,11;22,79;17,86;
"K-A3 GRECiOT 1";2022-04-26 00:17:27;12,30;18,85;69,73;40,56;0,00;1008,17;21,82;17,91;
"K-A3 GRECiOT 1";2022-04-26 00:12:24;12,30;21,67;69,48;41,66;0,00;1008,18;22,23;17,96;
"K-A3 GRECiOT 1";2022-04-26 00:07:26;12,31;22,12;69,55;41,43;0,00;1008,16;21,03;17,96;
"K-A3 GRECiOT 1";2022-04-26 00:02:25;12,21;20,11;69,07;41,86;0,00;1008,15;19,26;17,96;
"K-A3 GRECiOT 1";2022-04-25 23:57:28;12,26;23,84;68,77;44,64;0,00;1008,03;29,83;18,09;
"K-A3 GRECiOT 1";2022-04-25 23:52:27;12,23;19,84;68,41;43,45;0,00;1007,95;22,08;18,15;
"K-A3 GRECiOT 1";2022-04-25 23:47:25;12,27;20,11;68,18;41,72;0,00;1007,90;24,89;18,23;
"K-A3 GRECiOT 1";2022-04-25 23:42:27;12,23;17,68;67,78;41,63;0,00;1007,88;23,56;18,29;
"K-A3 GRECiOT 1";2022-04-25 23:37:24;12,21;19,25;67,79;41,08;0,00;1007,86;18,51;18,26;
"K-A3 GRECiOT 1";2022-04-25 23:32:27;12,16;21,34;67,36;45,61;0,00;1007,83;21,42;18,32;
"K-A3 GRECiOT 1";2022-04-25 23:27:26;12,17;18,85;67,37;42,03;0,00;1007,77;20,09;18,32;
"K-A3 GRECiOT 1";2022-04-25 23:22:25;12,11;15,74;67,19;40,81;0,00;1007,69;19,43;18,31;
"K-A3 GRECiOT 1";2022-04-25 23:17:27;12,05;16,06;67,19;40,77;0,00;1007,75;19,59;18,25;
"K-A3 GRECiOT 1";2022-04-25 23:12:25;11,99;15,24;66,89;39,12;0,00;1007,74;25,47;18,25;
"K-A3 GRECiOT 1";2022-04-25 23:07:26;11,97;13,66;66,26;35,45;3,83;1007,72;21,83;18,37;
"K-A3 GRECiOT 1";2022-04-25 23:02:24;12,00;14,16;65,64;39,09;0,00;1007,67;24,51;18,56;
"K-A3 GRECiOT 1";2022-04-25 22:57:27;12,03;17,55;65,14;40,72;0,00;1007,70;24,40;18,71;
"K-A3 GRECiOT 1";2022-04-25 22:52:27;12,00;16,29;64,78;41,91;0,00;1007,72;23,96;18,77;
"K-A3 GRECiOT 1";2022-04-25 22:47:25;12,01;14,20;65,00;39,09;0,00;1007,74;19,46;18,73;
"K-A3 GRECiOT 1";2022-04-25 22:42:26;11,94;13,60;64,65;39,47;0,00;1007,71;19,75;18,74;
"K-A3 GRECiOT 1";2022-04-25 22:37:24;11,95;12,73;64,18;36,02;4,26;1007,70;20,34;18,87;
"K-A3 GRECiOT 1";2022-04-25 22:32:27;11,97;14,04;63,71;39,59;0,00;1007,55;22,16;19,01;
"K-A3 GRECiOT 1";2022-04-25 22:27:26;12,00;16,47;63,43;42,89;0,00;1007,75;19,02;19,11;
"K-A3 GRECiOT 1";2022-04-25 22:22:24;12,12;19,12;63,00;46,53;0,00;1007,73;24,53;19,35;
"K-A3 GRECiOT 1";2022-04-25 22:17:27;12,12;24,04;62,43;48,51;0,00;1007,67;28,53;19,49;
"K-A3 GRECiOT 1";2022-04-25 22:12:24;12,13;22,89;61,94;46,44;0,00;1007,67;;19,63;
"K-A3 GRECiOT 1";2022-04-25 22:07:27;12,08;19,37;61,08;45,19;0,00;1007,66;23,82;19,80;
"K-A3 GRECiOT 1";2022-04-25 22:02:25;12,01;13,87;60,22;35,89;4,33;1007,61;25,73;19,96;
"K-A3 GRECiOT 1";2022-04-25 21:57:27;11,91;12,96;59,91;37,61;4,81;1007,57;20,22;19,93;
"K-A3 GRECiOT 1";2022-04-25 21:52:26;11,87;10,44;59,51;33,95;10,98;1007,56;22,33;20,00;
"K-A3 GRECiOT 1";2022-04-25 21:47:25;11,87;10,54;59,42;33,38;11,51;1007,42;24,91;20,03;
"K-A3 GRECiOT 1";2022-04-25 21:42:27;11,79;12,20;59,10;34,67;9,03;1007,36;22,59;20,03;
"K-A3 GRECiOT 1";2022-04-25 21:37:25;11,82;12,40;59,11;38,36;5,46;1007,35;24,01;20,06;
"K-A3 GRECiOT 1";2022-04-25 21:32:27;11,95;12,86;59,44;33,45;11,56;1007,29;24,89;20,10;
"K-A3 GRECiOT 1";2022-04-25 21:27:26;11,93;12,18;59,33;29,78;16,76;1007,26;20,79;20,11;
"K-A3 GRECiOT 1";2022-04-25 21:22:24;11,98;14,35;59,58;35,10;11,55;1007,20;19,43;20,10;
"K-A3 GRECiOT 1";2022-04-25 21:17:27;12,06;13,24;59,83;23,80;26,90;1007,07;21,53;20,11;
"K-A3 GRECiOT 1";2022-04-25 21:12:24;12,07;14,84;59,35;25,46;25,37;1007,10;24,70;20,25;
"K-A3 GRECiOT 1";2022-04-25 21:07:27;12,15;17,84;59,65;27,67;18,49;1006,90;21,18;20,25;
"K-A3 GRECiOT 1";2022-04-25 21:02:25;11,91;13,56;58,64;20,45;29,38;1006,78;22,67;20,28;
"K-A3 GRECiOT 1";2022-04-25 20:57:27;12,08;14,09;59,49;21,16;27,77;1006,72;17,44;20,23;
"K-A3 GRECiOT 1";2022-04-25 20:52:26;12,15;13,45;59,50;18,25;32,75;1006,71;21,91;20,30;
"K-A3 GRECiOT 1";2022-04-25 20:47:25;12,10;12,91;59,30;17,56;34,26;1006,67;17,92;20,30;
"K-A3 GRECiOT 1";2022-04-25 20:42:27;12,14;14,62;59,46;23,20;28,38;1006,62;21,47;20,30;
"K-A3 GRECiOT 1";2022-04-25 20:37:25;12,09;14,23;59,10;19,71;34,26;1006,56;22,98;20,34;
"K-A3 GRECiOT 1";2022-04-25 20:32:27;12,24;14,06;59,04;17,20;38,25;1006,42;23,18;20,52;
"K-A3 GRECiOT 1";2022-04-25 20:27:27;12,29;15,26;58,72;21,31;32,16;1006,41;22,99;20,67;
"K-A3 GRECiOT 1";2022-04-25 20:22:25;12,41;15,64;58,80;21,04;32,41;1006,35;22,12;20,76;
"K-A3 GRECiOT 1";2022-04-25 20:17:27;12,63;18,07;59,47;25,04;26,92;1006,25;25,52;20,82;
"K-A3 GRECiOT 1";2022-04-25 20:12:25;12,71;18,03;59,64;26,54;26,33;1006,30;26,04;20,86;
"K-A3 GRECiOT 1";2022-04-25 20:07:27;12,74;19,96;59,36;24,97;26,77;1006,29;32,03;20,96;
"K-A3 GRECiOT 1";2022-04-25 20:02:24;13,13;20,78;59,31;22,03;31,43;1006,23;28,62;21,40;
"K-A3 GRECiOT 1";2022-04-25 19:57:28;13,05;22,58;57,67;25,40;26,40;1006,16;29,14;21,77;
"K-A3 GRECiOT 1";2022-04-25 19:52:27;12,97;19,39;56,67;21,49;32,55;1006,07;22,93;21,97;
"K-A3 GRECiOT 1";2022-04-25 19:47:24;13,06;17,48;56,03;17,64;36,87;1005,92;22,87;22,25;
"K-A3 GRECiOT 1";2022-04-25 19:42:27;13,14;17,35;55,72;21,52;31,02;1005,87;27,58;22,43;
"K-A3 GRECiOT 1";2022-04-25 19:37:24;13,69;17,75;56,40;20,47;34,62;1005,85;27,04;22,82;
"K-A3 GRECiOT 1";2022-04-25 19:32:28;13,86;20,50;56,73;24,48;29,17;1005,79;25,37;22,90;
"K-A3 GRECiOT 1";2022-04-25 19:27:27;14,04;21,63;56,70;22,40;33,18;1005,74;28,10;23,11;
"K-A3 GRECiOT 1";2022-04-25 19:22:25;13,99;23,34;55,26;20,09;38,00;1005,74;27,90;23,48;
"K-A3 GRECiOT 1";2022-04-25 19:17:27;14,08;21,57;54,46;19,56;37,02;1005,69;31,00;23,82;
"K-A3 GRECiOT 1";2022-04-25 19:12:24;14,08;23,10;53,82;16,41;40,97;1005,61;24,13;24,02;
"K-A3 GRECiOT 1";2022-04-25 19:07:26;14,19;20,35;52,22;12,88;45,02;1005,60;22,37;24,64;
"K-A3 GRECiOT 1";2022-04-25 19:02:24;14,16;19,84;51,26;14,58;40,27;1005,57;27,74;24,92;
"K-A3 GRECiOT 1";2022-04-25 18:57:28;14,16;20,03;50,44;15,32;39,12;1005,50;26,03;25,19;
"K-A3 GRECiOT 1";2022-04-25 18:52:26;14,11;24,15;49,48;17,55;35,28;1005,44;35,27;25,46;
"K-A3 GRECiOT 1";2022-04-25 18:47:24;13,97;19,29;47,65;17,33;35,26;1005,49;32,16;25,94;
"K-A3 GRECiOT 1";2022-04-25 18:42:26;13,81;16,43;46,65;15,33;36,23;1005,39;32,99;26,13;
"K-A3 GRECiOT 1";2022-04-25 18:37:25;14,02;15,82;47,10;17,01;31,52;1005,24;32,86;26,20;
"K-A3 GRECiOT 1";2022-04-25 18:32:28;14,05;16,60;47,05;12,79;38,46;1005,23;29,50;26,24;
"K-A3 GRECiOT 1";2022-04-25 18:27:27;14,17;15,78;46,78;11,84;40,50;1005,21;33,89;26,47;
"K-A3 GRECiOT 1";2022-04-25 18:22:25;14,11;17,32;46,65;13,89;36,24;1005,16;28,42;26,45;
"K-A3 GRECiOT 1";2022-04-25 18:17:27;14,38;15,40;47,08;12,58;39,20;1005,16;28,35;26,59;
"K-A3 GRECiOT 1";2022-04-25 18:12:25;14,25;18,72;46,74;12,30;40,23;1005,17;28,43;26,58;
"K-A3 GRECiOT 1";2022-04-25 18:07:27;14,24;18,89;46,31;12,43;40,08;1005,25;31,15;26,72;
"K-A3 GRECiOT 1";2022-04-25 18:02:25;14,46;17,57;45,97;9,09;43,85;1005,18;25,69;27,09;
"K-A3 GRECiOT 1";2022-04-25 17:57:28;14,45;16,88;44,27;9,78;42,04;1005,28;30,96;27,72;
"K-A3 GRECiOT 1";2022-04-25 17:52:27;14,43;15,33;44,08;10,89;38,56;1005,19;26,08;27,77;
"K-A3 GRECiOT 1";2022-04-25 17:47:24;14,32;14,38;44,05;9,58;40,77;1005,14;27,75;27,67;
"K-A3 GRECiOT 1";2022-04-25 17:42:26;14,34;14,68;44,16;9,77;40,64;1005,18;23,88;27,64;
"K-A3 GRECiOT 1";2022-04-25 17:37:24;14,36;15,49;44,12;8,67;40,89;1005,23;28,34;27,68;
"K-A3 GRECiOT 1";2022-04-25 17:32:27;14,35;16,62;43,06;6,06;44,58;1005,25;25,88;28,08;
"K-A3 GRECiOT 1";2022-04-25 17:27:27;14,55;17,87;42,85;7,16;41,79;1005,20;24,79;28,39;
"K-A3 GRECiOT 1";2022-04-25 17:22:25;14,36;18,59;41,60;7,96;39,43;1005,11;22,48;28,69;
"K-A3 GRECiOT 1";2022-04-25 17:17:27;14,19;17,86;41,36;9,28;36,04;1005,10;27,40;28,60;
"K-A3 GRECiOT 1";2022-04-25 17:12:25;14,29;18,75;42,07;9,25;36,45;1005,14;23,76;28,42;
"K-A3 GRECiOT 1";2022-04-25 17:07:27;13,97;20,00;40,96;7,53;40,14;1005,19;24,04;28,52;
"K-A3 GRECiOT 1";2022-04-25 17:02:25;14,05;19,00;40,12;2,93;42,77;1005,17;30,08;28,97;
"K-A3 GRECiOT 1";2022-04-25 16:57:28;14,13;17,76;40,13;6,31;37,30;1005,13;27,16;29,05;
"K-A3 GRECiOT 1";2022-04-25 16:52:27;13,90;15,80;39,96;4,85;40,41;1005,13;26,41;28,87;
"K-A3 GRECiOT 1";2022-04-25 16:47:24;13,91;9,88;40,64;3,97;41,54;1005,22;24,30;28,59;
"K-A3 GRECiOT 1";2022-04-25 16:42:26;13,89;11,05;41,33;4,29;44,06;1005,28;21,26;28,27;
"K-A3 GRECiOT 1";2022-04-25 16:37:24;13,81;10,44;41,34;5,57;42,84;1005,27;25,83;28,19;
"K-A3 GRECiOT 1";2022-04-25 16:32:28;13,80;9,33;41,73;5,28;42,77;1005,38;28,96;28,01;
"K-A3 GRECiOT 1";2022-04-25 16:27:27;13,93;12,42;41,95;4,61;44,68;1005,44;26,03;28,06;
"K-A3 GRECiOT 1";2022-04-25 16:22:25;13,99;13,23;41,62;3,00;45,97;1005,45;27,22;28,27;
"K-A3 GRECiOT 1";2022-04-25 16:17:26;13,67;14,11;40,58;3,48;44,61;1005,48;26,93;28,35;
"K-A3 GRECiOT 1";2022-04-25 16:12:24;14,05;15,72;41,64;3,18;44,26;1005,46;;28,33;
"K-A3 GRECiOT 1";2022-04-25 16:07:27;13,91;16,89;40,58;2,10;44,39;1005,55;27,99;28,62;
"K-A3 GRECiOT 1";2022-04-25 16:02:25;13,92;16,60;40,38;1,53;44,09;1005,54;26,12;28,71;
"K-A3 GRECiOT 1";2022-04-25 15:57:28;14,02;16,26;40,53;1,40;44,71;1005,61;27,41;28,76;
"K-A3 GRECiOT 1";2022-04-25 15:52:27;14,03;16,51;40,82;0,45;45,69;1005,70;22,23;28,64;
"K-A3 GRECiOT 1";2022-04-25 15:47:25;14,11;17,46;40,58;2,11;44,14;1005,70;27,13;28,84;
"K-A3 GRECiOT 1";2022-04-25 15:42:27;13,99;11,24;40,89;4,12;41,19;1005,77;29,53;28,57;
"K-A3 GRECiOT 1";2022-04-25 15:37:25;13,91;7,86;41,76;5,90;40,98;1005,76;23,33;28,12;
"K-A3 GRECiOT 1";2022-04-25 15:32:28;13,67;11,13;42,27;6,34;42,64;1005,88;29,10;27,65;
"K-A3 GRECiOT 1";2022-04-25 15:27:27;13,56;7,91;41,98;2,66;48,29;1005,94;33,82;27,64;
"K-A3 GRECiOT 1";2022-04-25 15:22:25;13,65;5,69;42,59;3,00;47,34;1006,04;23,35;27,50;
"K-A3 GRECiOT 1";2022-04-25 15:17:27;13,26;8,78;42,07;6,33;46,23;1006,09;30,20;27,27;
"K-A3 GRECiOT 1";2022-04-25 15:12:25;13,53;10,26;43,12;5,06;46,33;1006,16;26,22;27,14;
"K-A3 GRECiOT 1";2022-04-25 15:07:27;13,42;7,06;41,79;1,77;49,61;1006,17;26,18;27,57;
"K-A3 GRECiOT 1";2022-04-25 15:02:25;13,50;6,50;42,48;3,55;46,49;1006,12;22,19;27,37;
"K-A3 GRECiOT 1";2022-04-25 14:57:28;13,20;7,62;42,34;4,98;44,95;1006,24;27,75;27,10;
"K-A3 GRECiOT 1";2022-04-25 14:52:27;13,19;6,83;42,27;1,08;50,14;1006,33;28,09;27,11;
"K-A3 GRECiOT 1";2022-04-25 14:47:25;13,33;10,45;42,09;4,50;44,99;1006,30;29,53;27,34;
"K-A3 GRECiOT 1";2022-04-25 14:42:27;12,69;7,33;39,08;3,98;43,98;1006,36;29,82;27,89;
"K-A3 GRECiOT 1";2022-04-25 14:37:25;12,71;2,37;38,92;0,00;46,37;1006,28;29,16;27,99;
"K-A3 GRECiOT 1";2022-04-25 14:32:28;12,54;3,74;37,99;0,00;44,34;1006,29;26,97;28,22;
"K-A3 GRECiOT 1";2022-04-25 14:27:27;12,65;7,82;37,16;0,00;42,41;1006,27;28,14;28,71;
"K-A3 GRECiOT 1";2022-04-25 14:22:25;12,59;5,03;37,33;0,00;41,62;1006,32;24,57;28,57;
"K-A3 GRECiOT 1";2022-04-25 14:17:27;12,40;3,11;37,24;0,00;41,07;1006,40;24,34;28,40;
"K-A3 GRECiOT 1";2022-04-25 14:12:25;12,28;0,00;37,61;0,00;40,03;1006,39;25,07;28,09;
"K-A3 GRECiOT 1";2022-04-25 14:07:27;12,29;0,00;38,26;0,00;41,26;1006,45;29,91;27,81;
"K-A3 GRECiOT 1";2022-04-25 14:02:25;12,38;0,00;38,48;0,00;40,81;1006,50;26,46;27,81;
"K-A3 GRECiOT 1";2022-04-25 13:57:28;12,31;0,00;38,85;0,00;41,53;1006,46;27,00;27,57;
"K-A3 GRECiOT 1";2022-04-25 13:52:27;12,39;0,00;39,02;0,00;40,99;1006,47;27,40;27,58;
"K-A3 GRECiOT 1";2022-04-25 13:47:25;12,39;0,00;39,26;0,00;42,17;1006,54;28,70;27,48;
"K-A3 GRECiOT 1";2022-04-25 13:42:27;11,99;0,00;38,68;0,00;41,64;1006,60;34,34;27,29;
"K-A3 GRECiOT 1";2022-04-25 13:37:25;12,11;0,00;39,66;0,00;41,44;1006,56;26,14;26,99;
"K-A3 GRECiOT 1";2022-04-25 13:32:28;12,44;0,00;40,31;0,00;40,91;1006,58;27,51;27,09;
"K-A3 GRECiOT 1";2022-04-25 13:27:27;12,28;0,00;40,02;0,00;41,28;1006,59;31,57;27,03;
"K-A3 GRECiOT 1";2022-04-25 13:22:25;12,54;0,00;40,80;0,00;40,66;1006,58;26,47;26,99;
"K-A3 GRECiOT 1";2022-04-25 13:17:27;12,27;0,00;39,53;0,00;39,23;1006,61;28,85;27,23;
"K-A3 GRECiOT 1";2022-04-25 13:12:25;12,36;0,00;39,69;0,00;35,66;1006,60;27,82;27,26;
"K-A3 GRECiOT 1";2022-04-25 13:07:27;12,13;0,00;39,59;0,00;35,79;1006,66;23,82;27,05;
"K-A3 GRECiOT 1";2022-04-25 13:02:24;12,38;0,00;40,22;0,00;34,60;1006,69;27,50;27,06;
"K-A3 GRECiOT 1";2022-04-25 12:57:28;12,22;0,00;39,33;0,00;32,20;1006,71;34,37;27,26;
"K-A3 GRECiOT 1";2022-04-25 12:52:27;12,44;0,00;40,54;0,00;30,87;1006,68;23,83;26,99;
